PATHWAY SORTORDER,BIOCHEMICAL,SUPER PATHWAY,SUB PATHWAY,COMP ID,PLATFORM,CHEMICAL ID,RI,MASS,PUBCHEM,CAS,KEGG,HMDB,CB41,CB42,CB43,CB56,CB58,CB59,CB61,CB62,CB63,CB46,CB47,CB48,CB49,CB50,CB51,CB52,CB53,CB54
2855,1-oleoylglycerol (18:1),Lipid,Monoacylglycerol,21184,LC/MS Neg,100000924,6650,281.2486,5283468,111-03-5,,HMDB0011567,0.6223,0.6041,0.6782,0.9883,1.1001,0.7382,1.801,0.8124,1.1992,0.6757,0.5439,15.7208,1.0117,1.1158,3.8262,1.2755,0.6419,1.1557
2602,1-palmitoleoyl-GPC* (16:1)*,Lipid,Lysophospholipid,33230,LC/MS Pos Late,100001511,1450,494.3241,24779461,,,HMDB0010383,0.3098,2.2299,0.7635,0.8521,2.7949,1.1423,1.0331,1.5075,3.4791,0.2666,0.8843,2.4038,3.1794,0.21,2.4546,0.9669,0.5749,0.8381
2852,1-palmitoleoylglycerol (16:1)*,Lipid,Monoacylglycerol,52431,LC/MS Neg,100008952,6094,253.2173,,,,,0.4983,0.5592,0.5926,1.1152,2.2331,0.8848,1.9418,0.4957,2.974,0.2669,0.2512,97.6376,1.5216,0.8528,6.9603,1.6841,0.5706,1.767
2297,1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6),Lipid,Phosphatidylcholine (PC),52462,LC/MS Pos Late,100008914,2200,782.5694,10747814,35418-58-7,C05208,HMDB0007982,0.9174,0.7741,0.1781,1.0336,3.3432,1.5794,7.4672,0.7199,12.537,0.1054,0.4546,3.3741,3.2315,0.1115,15.3446,2.7463,0.5755,0.9664
2416,1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*,Lipid,Phosphatidylethanolamine (PE),52464,LC/MS Pos Late,100008990,2250,740.5225,9546800,,C05210,HMDB0005323,1.1586,0.3332,0.114,0.9266,4.1492,1.3085,9.2159,0.475,11.4252,0.0765,0.3694,1.0618,3.3663,0.1501,13.6748,3.3805,0.4413,0.9382
2539,1-palmitoyl-2-arachidonoyl-GPI (16:0/20:4)*,Lipid,Phosphatidylinositol (PI),52467,LC/MS Pos Late,100008993,2567,876.5597,,,,HMDB0009789,0.0928,0.0928,0.0928,0.0928,0.4429,0.0928,1.6814,0.0928,1.9191,0.0928,0.0928,0.0928,0.1357,0.0928,1.5571,0.0928,0.0928,0.0928
2293,1-palmitoyl-2-dihomo-linolenoyl-GPC (16:0/20:3n3 or 6)*,Lipid,Phosphatidylcholine (PC),52454,LC/MS Pos Late,100008985,2285,784.5851,,,,,0.911,0.6415,0.2295,0.9412,3.898,1.0588,8.4551,0.7491,12.6959,0.2295,0.4379,2.3945,3.7511,0.2295,11.9488,3.2363,0.6468,0.7552
2303,1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6),Lipid,Phosphatidylcholine (PC),52610,LC/MS Pos Late,100008915,2055,806.5694,6441886,59403-54-2,,HMDB0007991,0.8082,0.8719,0.212,1.1281,3.0378,1.1973,6.3275,0.4055,9.6719,0.1414,0.3469,2.2588,3.0477,0.161,10.3282,2.0815,0.4527,0.5747
2418,1-palmitoyl-2-docosahexaenoyl-GPE (16:0/22:6)*,Lipid,Phosphatidylethanolamine (PE),52465,LC/MS Pos Late,100008991,2160,764.5225,9546799,,,HMDB0008946,0.9761,0.3334,0.2239,0.8896,3.3909,1.3458,7.8943,0.268,10.9214,0.2239,0.2239,1,3.2342,0.2239,10.4895,2.7592,0.2778,0.6303
2974,1-palmitoyl-2-linolenoyl-digalactosylglycerol (16:0/18:3),Lipid,Galactosyl Glycerolipids,54893,LC/MS Pos Late,100010875,2278,932.6305,,,,,0.2768,1.794,1.5359,0.2768,1.1365,0.2768,0.3788,1.5972,0.2768,1.6318,1.0499,0.6342,0.839,0.5667,0.4975,0.2768,0.9501,1.639
2973,1-palmitoyl-2-linolenoyl-galactosylglycerol (16:0/18:3)*,Lipid,Galactosyl Glycerolipids,54900,LC/MS Pos Late,100010894,2455,770.5777,,,,,1,0.2997,0.0439,0.7308,2.9423,1.0125,7.3799,0.0439,9.564,0.0439,0.27,0.7488,2.7691,0.0439,7.1601,2.5196,0.2769,0.3405
2971,1-palmitoyl-2-linoleoyl-digalactosylglycerol (16:0/18:2)*,Lipid,Galactosyl Glycerolipids,54887,LC/MS Pos Late,100010874,2498,934.6462,,,,,0.4573,1.7914,2.0438,0.4552,1.6623,0.4891,0.5208,1.9317,0.7783,1.7111,1.3484,0.7991,1.0103,0.7222,1.0254,0.6188,0.9897,1.5604
2972,1-palmitoyl-2-linoleoyl-galactosylglycerol (16:0/18:2)*,Lipid,Galactosyl Glycerolipids,54901,LC/MS Pos Late,100010893,2731,772.5933,,,,,0.612,1.1261,0.5126,0.584,0.9642,0.5487,1.6569,0.4274,1.7132,1.567,0.8787,1.0614,1.8958,1.0358,2.8168,1.1421,0.6483,0.8508
2286,1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),Lipid,Phosphatidylcholine (PC),42446,LC/MS Pos Late,1537,2160,758.5694,5287971,40811-94-7,,HMDB0007973,1.1125,0.7322,0.2747,0.8875,3.0154,1.2866,6.8807,0.8675,9.3037,0.4204,0.5799,2.8865,3.3904,0.3184,8.5917,2.6653,0.6419,0.6795
2410,1-palmitoyl-2-linoleoyl-GPE (16:0/18:2),Lipid,Phosphatidylethanolamine (PE),42449,LC/MS Pos Late,100001870,2350,716.5225,9546747,,,HMDB0005322,1.3064,0.5882,0.2951,0.7618,2.6054,0.9234,6.4061,0.7232,7.603,0.6411,0.7739,1.4665,2.7317,0.9654,6.5464,2.5899,0.6891,1.0346
2536,1-palmitoyl-2-linoleoyl-GPI (16:0/18:2),Lipid,Phosphatidylinositol (PI),52450,LC/MS Pos Late,1528,2730,852.5597,46891795,,,HMDB0009784,0.8747,1.3197,0.4013,0.5881,1,1.1484,4.1208,0.2834,3.7367,2.0348,0.2834,0.9309,1.4006,0.3272,2.5841,0.7361,0.2834,0.2834
2283,1-palmitoyl-2-oleoyl-GPC (16:0/18:1),Lipid,Phosphatidylcholine (PC),52461,LC/MS Pos Late,1539,2450,760.5851,6436017,26853-31-6;26853-31-6,C13875,HMDB0007972,0.9395,0.7953,0.3365,0.9636,4.2269,1.1006,6.2134,0.8051,9.1896,0.5292,0.5127,1.9138,4.2983,0.3998,10.2138,2.793,0.7522,1.0364
2408,1-palmitoyl-2-oleoyl-GPE (16:0/18:1),Lipid,Phosphatidylethanolamine (PE),19263,LC/MS Pos Late,1526,2600,718.5381,5283496,26662-94-2,,HMDB0005320,1.1974,0.4202,0.1384,0.9861,4.6906,1,7.803,0.1464,10.0462,0.1384,0.1384,0.1384,3.6456,0.3485,8.8514,3.371,0.3242,0.6571
2519,1-palmitoyl-2-oleoyl-GPG (16:0/18:1),Lipid,Phosphatidylglycerol (PG),52448,LC/MS Pos Late,100000641,3206,766.5593,70789105,,,,0.1511,0.1511,0.1511,0.4281,1.0305,0.3277,2.4728,0.1511,3.8086,0.1575,0.1511,0.1511,1.0764,0.1511,3.8765,1,0.4906,0.1511
2279,1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1)*,Lipid,Phosphatidylcholine (PC),52470,LC/MS Pos Late,100008984,2200,732.5538,6443788,,,HMDB0007969,0.6568,0.294,0.1436,0.7913,5.3871,1.2087,6.6509,0.5124,7.8109,0.1484,0.2995,1.4791,4.5323,0.1551,13.321,3.6308,0.5205,1.2293
2281,1-palmitoyl-2-stearoyl-GPC (16:0/18:0),Lipid,Phosphatidylcholine (PC),52616,LC/MS Pos Late,100008921,2750,762.6007,24778686,59403-51-9,C03889,HMDB0007970,0.3646,0.2693,0.2693,0.519,3.8439,1.1222,4.6878,0.3669,5.6755,0.2693,0.2693,0.8778,2.8912,0.2693,6.7572,3.2167,0.5872,0.7034
2993,1-palmitoyl-digalactosylglycerol (16:0)*,Lipid,Galactosyl Glycerolipids,62374,LC/MS Neg,100010890,5979,653.3754,,,,,0.3074,1.7924,2.0279,0.3907,1.9769,0.4058,0.2746,3.2451,2.4255,0.623,1.2442,1.2941,1.7403,0.2742,0.4752,0.2204,0.7558,1.3203
2985,1-palmitoyl-galactosylglycerol (16:0)*,Lipid,Galactosyl Glycerolipids,62372,LC/MS Neg,100010885,6161,491.3226,10413348,,,,0.51,0.8188,0.882,0.4078,1.2031,0.6336,0.6773,2.5927,1.0223,2.0348,5.1219,3.7741,3.1646,1.3901,0.7602,0.7646,0.9777,4.148
2582,1-palmitoyl-GPA (16:0),Lipid,Lysophospholipid,34428,LC/MS Pos Late,100001445,1625,393.2401,6419701,17618-08-5,C04036,HMDB00327,0.5611,2.1384,0.905,0.5611,0.5611,0.5611,0.5611,0.5611,0.5611,3.1155,1.1272,0.5611,1,1.6184,0.5611,0.7089,0.5611,0.8466
2600,1-palmitoyl-GPC (16:0),Lipid,Lysophospholipid,33955,LC/MS Pos Late,100001263,1525,496.3398,86554,17364-16-8,C04102,HMDB0010382,0.3154,1.6044,0.6923,0.9135,2.2819,1.1678,0.9887,1.5698,3.6171,0.423,0.7188,2.5154,2.406,0.2387,2.2479,1.0113,0.78,0.5492
2662,1-palmitoyl-GPE (16:0),Lipid,Lysophospholipid,35631,LC/MS Pos Late,100001567,1544,454.2928,9547069,53862-35-4,,HMDB0011503,0.3593,0.4489,0.3319,0.4733,2.1324,0.6519,1.3594,1.1776,3.0233,0.705,0.9347,2.4022,1.6107,0.4801,3.4373,1.481,1.0653,0.8161
2708,1-palmitoyl-GPG (16:0)*,Lipid,Lysophospholipid,45970,LC/MS Neg,100005717,5570,483.2728,3300276,,,,0.4124,0.8723,0.791,0.5734,1.5656,0.818,1.6279,1.1101,2.7063,1.2471,1.1838,3.0762,1.8517,0.8899,4.7142,0.7749,0.5036,0.7574
2717,1-palmitoyl-GPI* (16:0),Lipid,Lysophospholipid,35305,LC/MS Neg,100001655,5564,571.2889,71296207,,,HMDB0061695,0.635,0.8144,1.0541,0.6059,1.3606,0.9259,1.8664,1.0843,1.2038,1.8394,0.9459,2.2195,1.1121,0.8627,2.8849,0.9031,0.4823,0.4162
2701,1-palmitoyl-GPS (16:0)*,Lipid,Lysophospholipid,46130,LC/MS Neg,100005805,5572,496.2681,9547100,,,,0.0953,0.1216,0.2108,0.3279,1.3538,0.6521,1.1837,2.5972,3.0369,0.321,1.5349,2.1465,1.7896,0.4279,4.9283,0.936,1.064,0.8322
2851,1-palmitoylglycerol (16:0),Lipid,Monoacylglycerol,21127,LC/MS Neg,100000827,6550,255.2329,14900,542-44-9,,HMDB0011564,0.5432,0.6261,0.7028,1.2208,1.0633,1.1926,1.6303,0.7069,2.2641,1.096,0.5682,9.7236,2.1452,0.8807,4.1841,0.9367,0.7853,0.8695
2850,1-pentadecanoylglycerol (15:0),Lipid,Monoacylglycerol,47898,LC/MS Neg,100001431,6200,241.2173,190750,104140-07-0,,,0.4892,0.4838,0.3569,0.8901,1.2874,1.0993,2.1491,1.0114,3.2891,0.363,0.7677,3.1585,1.5911,0.7564,7.234,1.1219,0.7764,0.9886
96,1-ribosyl-imidazoleacetate*,Amino Acid,Histidine Metabolism,61868,LC/MS Pos Early,100001668,2006,259.0925,440569,29605-99-0,C05131,HMDB0002331,3.9025,1.3083,1.0314,2.9153,1.4454,0.9686,0.8736,0.6462,1.4916,0.5297,0.9073,0.7608,1.11,1.3668,1.2341,0.7859,0.8695,0.5037
2333,1-stearoyl-2-arachidonoyl-GPC (18:0/20:4),Lipid,Phosphatidylcholine (PC),42450,LC/MS Pos Late,100001869,2400,810.6007,16219824,35418-59-8,,HMDB0008048,0.986,0.4909,0.0983,1,3.2939,1.5899,7.0896,0.5543,12.1038,0.0555,0.3635,2.6136,3.5365,0.0555,15.2371,2.6485,0.5518,0.8414
2438,1-stearoyl-2-arachidonoyl-GPE (18:0/20:4),Lipid,Phosphatidylethanolamine (PE),52447,LC/MS Pos Late,100008977,2475,768.5538,5289133,,C05210,HMDB0009003,1.492,0.4187,0.1152,1.058,3.8699,1.5224,8.0297,0.4107,11.0648,0.0316,0.3568,0.942,2.9745,0.0406,11.1388,3.0365,0.3718,0.6641
2556,1-stearoyl-2-arachidonoyl-GPI (18:0/20:4),Lipid,Phosphatidylinositol (PI),52449,LC/MS Pos Late,100000616,3000,904.591,,383907-33-3,,HMDB0009815,0.3196,0.2197,0.2197,0.3852,1.5667,1.0188,4.0158,0.2197,4.7703,0.2197,0.2197,0.2197,0.6453,0.2197,3.4948,0.9812,0.2197,0.2197
2508,1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),Lipid,Phosphatidylserine (PS),52235,LC/MS Pos Late,100001872,2565,812.5436,24779545,,,HMDB0012383,0.2625,0.2625,0.2625,0.2625,1.0471,0.6922,4.2725,0.2625,4.6584,0.2625,0.2625,0.2625,0.6139,0.2625,4.709,0.9529,0.2625,0.2625
2339,1-stearoyl-2-docosahexaenoyl-GPC (18:0/22:6),Lipid,Phosphatidylcholine (PC),52611,LC/MS Pos Late,100008916,2300,834.6013,24778876,59403-52-0,,HMDB0008057,0.7107,0.3014,0.0359,0.9785,2.152,1.0215,5.4739,0.316,7.9582,0.0359,0.2392,1.5831,2.3003,0.0359,8.7326,1.7494,0.2966,0.385
2442,1-stearoyl-2-docosahexaenoyl-GPE (18:0/22:6)*,Lipid,Phosphatidylethanolamine (PE),52466,LC/MS Pos Late,100008992,2375,792.5538,9546798,,,HMDB0009012,1.1611,0.3647,0.0605,1,2.4573,1.3165,6.8023,0.2823,9.3871,0.0244,0.2652,0.7747,2.2544,0.0244,6.7413,1.9149,0.2069,0.3612
2325,1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*,Lipid,Phosphatidylcholine (PC),52452,LC/MS Pos Late,100008980,2450,786.6007,6441487,,,HMDB0008039,1.0802,0.4948,0.1605,0.9198,3.1389,1.0833,7.3358,0.6401,10.5339,0.1861,0.5001,2.1952,3.3891,0.1792,10.5975,2.8198,0.6386,0.655
2429,1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*,Lipid,Phosphatidylethanolamine (PE),52446,LC/MS Pos Late,100008976,2575,744.5538,9546749,,,HMDB0008994,1.2446,0.4003,0.1366,0.9197,3.1916,1.0999,6.8828,0.5038,9.6033,0.0628,0.3705,1.0803,3.0044,0.0734,7.897,2.8567,0.4779,0.438
2322,1-stearoyl-2-oleoyl-GPC (18:0/18:1),Lipid,Phosphatidylcholine (PC),52438,LC/MS Pos Late,100008904,2644,788.6164,24778825,56421-10-4,,HMDB0008038,0.9775,0.3524,0.1143,1.0225,4.1902,1.0591,7.7065,0.5914,10.5176,0.117,0.3436,1.8177,3.8499,0.088,11.1609,2.9724,0.6591,0.7214
2425,1-stearoyl-2-oleoyl-GPE (18:0/18:1),Lipid,Phosphatidylethanolamine (PE),42448,LC/MS Pos Late,100001856,2950,746.5694,9546742,,,HMDB0008993,1.374,0.4019,0.1063,1,4.0136,1.0817,8.4793,0.4771,10.7762,0.0349,0.3065,0.8348,3.538,0.0349,7.6059,2.9614,0.4296,0.4595
2505,1-stearoyl-2-oleoyl-GPS (18:0/18:1),Lipid,Phosphatidylserine (PS),19265,LC/MS Pos Late,100000639,3000,790.5593,9547087,,,HMDB0010163,0.3407,0.261,0.261,0.261,1.0122,0.3852,3.1701,0.261,3.9421,0.261,0.261,0.261,1,0.261,2.3413,0.959,0.261,0.261
2611,1-stearoyl-GPC (18:0),Lipid,Lysophospholipid,33961,LC/MS Pos Late,100001271,1606,524.3711,497300,19420-57-6,,HMDB0010384,0.2367,0.689,0.2546,1.0052,2.5536,1.1155,0.9309,1.19,3.9774,0.121,0.3767,1.8102,1.9362,0.1025,3.3049,1.2531,0.9948,0.4309
2669,1-stearoyl-GPE (18:0),Lipid,Lysophospholipid,42398,LC/MS Pos Late,100001461,1626,482.3241,9547068,69747-55-3,,HMDB0011130,0.4861,0.4362,0.212,0.7295,2.8134,0.9812,1.6105,1.0188,3.8588,0.1935,0.4079,2.4011,1.919,0.1729,4.6366,1.8824,1.3096,0.5036
2711,1-stearoyl-GPG (18:0),Lipid,Lysophospholipid,34437,LC/MS Neg,100001462,5816,511.3041,,,,,0.2324,0.2807,0.2048,0.7092,1.3969,0.6641,1.087,0.9459,3.8379,0.4809,2.0936,3.5663,2.1838,0.425,6.5191,1.0541,0.6814,1.0963
2721,1-stearoyl-GPI (18:0),Lipid,Lysophospholipid,19324,LC/MS Neg,100000656,5794,599.3202,71581135;42607495,796963-93-4,,HMDB0240261,0.2949,0.425,0.3402,0.7551,2.4406,1.7458,1.7909,1.2226,2.8248,0.2268,0.344,1.5177,1.2643,0.135,5.6924,1.4451,0.7774,0.2217
2702,1-stearoyl-GPS (18:0)*,Lipid,Lysophospholipid,45966,LC/MS Neg,100004327,5800,524.2994,74819135,,,HMDB0061698,0.2387,0.3119,0.1651,0.9907,2.3253,1.3902,2.5639,1.0093,6.1417,0.098,0.2547,2.0483,2.2381,0.1128,9.6913,1.5145,0.8246,0.34
1531,10-heptadecenoate (17:1n7),Lipid,Long Chain Monounsaturated Fatty Acid,33971,LC/MS Neg,100001278,5555,267.233,5312435,29743-97-3,,HMDB0060038,0.5344,0.6433,0.7163,1.0173,1.4447,0.9827,1.9604,0.9386,2.309,0.9603,1.0329,13.7501,1.4632,0.7268,5.1227,1.1942,0.8159,0.7015
1540,10-nonadecenoate (19:1n9),Lipid,Long Chain Monounsaturated Fatty Acid,33972,LC/MS Neg,100001277,5780,295.2643,5312513,73033-09-7,,HMDB0013622,0.5306,0.5501,0.6997,1.0313,1.0954,1.1037,1.7054,0.9687,1.9736,0.8402,0.7685,14.6745,1.5517,0.814,5.5645,1.161,0.6114,0.4786
2030,"12,13-DiHOME",Lipid,"Fatty Acid, Dihydroxy",38395,LC/MS Neg,62,5137,313.2384,10236635,263399-35-5,C14829,HMDB0004705,1.2137,0.9908,0.7813,0.6907,0.6844,0.4941,1.6933,0.5991,0.3913,4.0888,1.9158,2.3248,0.8573,1.7896,2.1315,1.809,0.9797,1.0092
3531,12-dehydrocholate,Lipid,Secondary Bile Acid Metabolism,44644,LC/MS Neg,100001072,4871,405.2646,6674,2458-08-4;2458-08-4,,HMDB00400,0.4214,0.0445,0.2604,0.0445,0.6387,0.1999,0.1104,2.2974,1.717,0.4178,5.8309,2.1917,1,2.5495,0.472,1.795,3.8107,3.5451
3494,12-ketolithocholate,Lipid,Secondary Bile Acid Metabolism,63118,LC/MS Neg,100020859,5130,389.2697,3080612,5130-29-0,,HMDB0000328,0.2971,0.2971,0.2971,0.2971,0.857,0.2971,0.2971,7.5033,0.8033,0.5909,4.0707,1.9106,0.5897,2.4541,0.4207,1.2674,0.2971,1.143
2014,13-HODE + 9-HODE,Lipid,"Fatty Acid, Monohydroxy",37752,LC/MS Neg,100002196,5275,295.2283,5312830;1424;5282947;5282944;5282945,,"C14767,C14762","HMDB0004667,HMDB0004670",0.7586,1.7686,1.508,0.7519,1.2905,0.8162,1.0659,1.3731,0.8042,1.6985,1.2655,2.0947,1.1667,0.8141,0.836,0.9299,0.9341,0.7105
2010,16-hydroxypalmitate,Lipid,"Fatty Acid, Monohydroxy",39609,LC/MS Neg,100002953,5236.2,271.2279,10466,506-13-8,C18218,HMDB0006294,0.9955,2.2408,2.311,0.9084,1.5489,0.8395,0.6634,2.401,0.9948,1.0045,2.296,1.2544,1.7121,0.7581,0.3796,0.8636,1.8152,0.9283
1653,18-methylnonadecanoate (i20:0),Lipid,"Fatty Acid, Branched",62781,LC/MS Neg,100019953,6170,311.2956,4383090,,,,0.5281,0.6179,1.0186,0.9814,0.9492,0.9725,1.8922,3.3009,1.6887,0.6439,1.2324,3.4918,2.7109,0.8127,3.4655,1.1445,0.8704,0.832
4167,2'-deoxyadenosine,Nucleotide,"Purine Metabolism, Adenine containing",1553,LC/MS Pos Early,211,2252,252.1091,13730,16373-93-6,C00559,HMDB0000101,0.4596,0.3223,0.3178,0.412,3.8301,0.658,1.1287,0.5628,3.0351,0.4368,7.4744,3.8944,3.8425,3.6116,2.0901,0.8713,0.6876,2.1558
4165,2'-deoxyadenosine 5'-monophosphate,Nucleotide,"Purine Metabolism, Adenine containing",46333,LC/MS Neg,100000485,1315,330.0609,12599,653-63-4,C00360,HMDB0000905,0.4336,0.8178,0.4336,0.4336,7.789,0.4336,0.6256,0.4336,7.8391,0.4336,0.983,3.3413,2.4405,0.4336,1.017,0.6729,0.4336,0.4336
4260,2'-deoxycytidine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",15949,LC/MS Pos Early,100000125,2193,228.0979,13711,951-77-9,C00881,HMDB0000014,0.5423,0.5354,0.3106,1.2289,1.8861,1.2411,0.9232,1.2265,1.7205,0.1257,0.2706,1.0768,2.2453,0.2119,2.6218,0.5739,1.2313,0.7816
4258,dCMP,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",533,LC/MS Pos Early,298,975,308.0642,13945,1032-65-1,C00239,HMDB0001202,0.3712,0.9849,0.3838,0.2289,8.5583,0.8895,1.2644,0.8661,8.3278,0.0581,1.108,3.3282,5.9227,0.2095,2.9743,1.0151,0.4657,1.0922
4198,2'-deoxyguanosine,Nucleotide,"Purine Metabolism, Guanine containing",1411,LC/MS Neg,348,1700,266.0895,135398592,961-07-9,C00330,HMDB0000085,0.3911,0.5758,0.2939,1.1099,3.3106,1.2205,0.7816,1.5362,2.3087,0.0759,0.5407,1.6574,3.6928,0.2348,3.0799,0.5514,1.1942,0.8901
4125,2'-deoxyinosine,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",15076,LC/MS Neg,100000135,1688,251.0786,135398593,890-38-0,C05512,HMDB0000071,0.3743,0.5511,0.278,1.1466,3.0885,1.1634,0.8534,1.5209,2.4706,0.0543,0.4216,1.4634,3.9747,0.1579,3.4888,0.5487,1.2943,0.8504
4233,2'-deoxyuridine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",52602,LC/MS Neg,536,1586,227.0673,13712,951-78-0,C00526,HMDB0000012,0.0818,0.0818,0.0913,1.239,0.7923,0.1815,0.4588,1.3861,1,0.289,1.4737,1.3115,2.538,0.4656,7.055,1.6453,2.976,0.9102
4262,2'-O-methylcytidine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",57554,LC/MS Pos Early,100010895,2411,258.1085,150971,2140-72-9,,,0.5685,1.0014,0.6781,0.801,0.7491,0.8298,0.6768,1.0386,1.1228,1.435,0.6647,1.5356,1.2864,0.9986,1.5595,1.1122,1.2203,0.6947
4221,2'-O-methyluridine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",57655,LC/MS Neg,100010896,1831,257.0779,102212,2140-76-3,,,0.449,0.9334,0.6318,0.697,0.6121,0.672,0.5177,1.3062,0.7342,1.876,1.5085,1.8196,1.4357,2.2676,1.6378,1.0666,1.3581,0.9062
429,"2,3-dihydroxy-2-methylbutyrate",Amino Acid,"Leucine, Isoleucine and Valine Metabolism",57547,LC/MS Polar,100010869,1318,133.0506,301941,14868-24-7,,HMDB0029576,1.2666,0.7767,0.9433,1.0004,1.2397,0.7024,0.7913,1.1601,1.2579,1.0166,0.8375,0.9916,0.684,0.9996,0.9312,1.4156,1.2557,1.0853
448,"2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*",Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",62805,LC/MS Neg,100020893,1156,177.0227,,,,HMDB0240388,3.7857,0.9858,1.445,3.6865,1.9944,0.7941,0.4944,0.4468,2.2498,0.4447,1.0196,0.3945,0.7292,1.0142,1.4929,1.0756,0.41,0.303
4769,"2,3-dihydroxyisovalerate",Xenobiotics,Food Component/Plant,38276,LC/MS Polar,100002417,1050,133.0506,677,1756-18-9,C04039,HMDB0012141,0.2894,0.2894,0.2894,0.2894,0.5986,0.2894,0.2894,1.6246,0.619,1,1.5454,0.699,0.3342,1.5587,1.4959,1.0213,1.7495,0.7221
4485,"2,4,6-trihydroxybenzoate",Xenobiotics,Benzoate Metabolism,35892,LC/MS Neg,100001718,1574,169.0142,66520,83-30-7,,HMDB0029649,0.9429,1.207,1.1653,1.1187,1.0887,0.868,1.1062,1.2075,0.9808,0.8096,0.7376,0.8248,0.7621,0.5879,0.662,1.0192,1.3909,1.3963
6174,"2,4-di-tert-butylphenol",Xenobiotics,Chemical,64328,LC/MS Neg,100021918,5749,205.1597,,96-76-4,,,0.6321,0.9162,0.6986,0.7307,1.1784,0.7241,2.1029,1.2684,3.6243,0.682,0.7864,2.8807,1.4525,0.7109,2.6925,1.219,0.8493,1.0838
2036,"2,4-dihydroxybutyrate",Lipid,"Fatty Acid, Dihydroxy",62951,LC/MS Polar,100002285,1793,119.035,192742,1518-62-3,,HMDB0000360,1.0067,0.916,1.1802,1.2543,1.9712,0.8374,0.6286,1.5811,0.9636,0.8952,0.6464,0.679,0.5531,1.2139,1.1585,1.3515,1.2712,0.9933
5958,"2,6-dihydroxybenzoic acid",Xenobiotics,Drug - Topical Agents,63042,LC/MS Polar,100020837,729,153.0193,9338,303-07-1,,HMDB0013676,0.9345,1.9954,2.1193,0.645,1.6311,0.8515,1.078,1.3844,1.0477,1.0715,1.2176,0.73,0.3877,0.961,0.7916,0.6078,1.039,0.8282
5246,2-acetamidophenol sulfate,Xenobiotics,Food Component/Plant,48580,LC/MS Neg,100006190,2251,230.0129,181671,40712-60-5,,,2.0118,0.4465,0.7419,2.6049,1.1181,1.3506,1.1001,1.7977,1.4493,0.4347,0.3854,0.3819,0.5956,0.6973,3.4505,0.8999,1.6873,0.7899
4551,2-amino-p-cresol sulfate,Xenobiotics,Benzoate Metabolism,37180,LC/MS Neg,100001801,2320,202.018,,,,,4.2735,0.5998,0.8662,4.6241,2.245,1.7963,0.9129,1.0377,2.5358,0.3455,0.5162,0.5177,0.9623,1.2678,1.162,1.2549,0.698,0.1081
123,2-aminoadipate,Amino Acid,Lysine Metabolism,6146,LC/MS Pos Early,381,1912,162.0761,92136,542-32-5;1118-90-7,C00956,HMDB0000510,1.7205,2.2403,1.5168,1.3935,1.1441,1.7963,0.7051,0.4856,0.3538,1.0287,0.6943,0.9713,0.5206,1.1755,0.7895,1.1798,0.847,0.5829
5247,2-aminophenol sulfate,Xenobiotics,Food Component/Plant,43266,LC/MS Neg,100004322,1677,188.0023,181670,,,HMDB0061116,5.3019,0.944,1.2659,3.9592,1.8836,1.2805,0.9719,0.5981,2.618,0.2429,0.4482,0.3047,0.4442,1.2306,1.7329,1.0281,0.6409,0.3942
2873,2-arachidonoylglycerol (20:4),Lipid,Monoacylglycerol,19266,LC/MS Neg,100000584,6170,303.2329,5282280,53847-30-6,C13856,HMDB0004666,0.2267,0.1434,0.1434,0.18,2.069,0.3999,1.6577,0.5092,19.004,0.1434,0.1434,5.1465,2.6449,0.1434,10.491,1.4908,0.2907,0.492
2875,2-docosahexaenoylglycerol (22:6)*,Lipid,Monoacylglycerol,48675,LC/MS Neg,100006352,6050,309.2224,46896303,,,HMDB0011557,0.2021,0.2021,0.2021,0.2021,0.2021,0.2981,0.8081,0.2021,9.9022,0.2021,0.2021,3.3469,1.1919,0.2021,4.7938,0.6137,0.2021,0.2021
395,2-hydroxy-3-methylvalerate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",36746,LC/MS Neg,100001541,1800,131.0714,164623,488-15-3,,HMDB0000317,1.9015,0.3842,0.5266,8.3309,1.3026,0.3865,0.3967,0.3842,0.6769,2.2312,0.6496,0.3842,0.9833,1.0167,3.3118,1.6743,3.9943,0.5762
