PATHWAY SORTORDER,BIOCHEMICAL,SUPER PATHWAY,SUB PATHWAY,COMP ID,PLATFORM,CHEMICAL ID,RI,MASS,PUBCHEM,CAS,KEGG,                                      Group HMDB,CB41,CB42,CB43,CB56,CB58,CB59,CB61,CB62,CB63,CB46,CB47,CB48,CB49,CB50,CB51,CB52,CB53,CB54
96,1-ribosyl-imidazoleacetate*,Amino Acid,Histidine Metabolism,61868,LC/MS Pos Early,100001668,2006,259.0925,440569,29605-99-0,C05131,HMDB0002331,3994624.75,3220149,1140536,1122987,1629918,1187821,2840612,1629164.13,3718874,1199814,1213854,1262883,1362881,1159569,1438058,5179999,1700660.13,1595082.13
2333,1-stearoyl-2-arachidonoyl-GPC (18:0/20:4),Lipid,Phosphatidylcholine (PC),42450,LC/MS Pos Late,100001869,2400,810.6007,16219824,35418-59-8,,HMDB0008048,213973920,327869856,190908464,217721344,216819776,257578912,268740320,244788352,215876432,283947840,227132608,286121568,299044480,278693760,188655776,277456704,274611296,249957552
2438,1-stearoyl-2-arachidonoyl-GPE (18:0/20:4),Lipid,Phosphatidylethanolamine (PE),52447,LC/MS Pos Late,100008977,2475,768.5538,5289133,,C05210,HMDB0009003,12348315,22570960,12820428,13808636,26229104,18439040,26989300,25730924,26544384,18759380,13301778,13932580,21456064,14970474,15603877,31539408,25615348,14726706
2556,1-stearoyl-2-arachidonoyl-GPI (18:0/20:4),Lipid,Phosphatidylinositol (PI),52449,LC/MS Pos Late,100000616,3000,904.591,,383907-33-3,,HMDB0009815,63879400,91338528,64420164,75905776,77576120,57131320,91811872,63719912,73552384,66921312,70065720,73874256,80287936,72314792,59593424,,76516488,62533544
2508,1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),Lipid,Phosphatidylserine (PS),52235,LC/MS Pos Late,100001872,2565,812.5436,24779545,,,HMDB0012383,1502339,1177939.88,1447150,583005,482189,1251190,603260,2283544,1263178,731326,1823381,983450,576710.06,284347,1487211,525694,780000,1259016
2339,1-stearoyl-2-docosahexaenoyl-GPC (18:0/22:6),Lipid,Phosphatidylcholine (PC),52611,LC/MS Pos Late,100008916,2300,834.6013,24778876,59403-52-0,,HMDB0008057,103401016,139327728,103697840,118694288,109360816,108630648,116142352,117784016,111623144,99860976,90313416,115726456,122156880,101395120,57879220,117522360,121013776,67511072
2442,1-stearoyl-2-docosahexaenoyl-GPE (18:0/22:6)*,Lipid,Phosphatidylethanolamine (PE),52466,LC/MS Pos Late,100008992,2375,792.5538,9546798,,,HMDB0009012,767589,2242862,1284704,1459450,1878206,2075738,1328520,1930607.88,2188935,2032762,996635,1464617,2209603,1615329,1280666,3124842,2101722,1279805
2325,1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*,Lipid,Phosphatidylcholine (PC),52452,LC/MS Pos Late,100008980,2450,786.6007,6441487,,,HMDB0008039,579053760,653210432,561475200,555446592,585011520,525856256,632973824,511829024,617973312,605454464,534633792,603719232,602729536,641852096,482948576,571763776,547923840,613282560
2429,1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*,Lipid,Phosphatidylethanolamine (PE),52446,LC/MS Pos Late,100008976,2575,744.5538,9546749,,,HMDB0008994,13126225,19260196,12108248,8732667,24123126,13403869,25044454,18687028,23818404,17792054,12127928,11023851,15775709,11431411,16470750,20914252,17456716,17504324
2543,1-stearoyl-2-linoleoyl-GPI (18:0/18:2),Lipid,Phosphatidylinositol (PI),52468,LC/MS Pos Late,100008994,3185,880.591,,,,HMDB0009809,11156532,10596411,11473411,8697526,12803660,8574163,12956861,8704886,9850404,9926523,8356055,9596939,9024874,9203336,9266387,11090739,9526498,9449882
2322,1-stearoyl-2-oleoyl-GPC (18:0/18:1),Lipid,Phosphatidylcholine (PC),52438,LC/MS Pos Late,100008904,2644,788.6164,24778825,56421-10-4,,HMDB0008038,99347464,140328592,92522048,146180736,153128496,77791768,231157120,177619648,176519648,128802136,123676904,144593024,177579712,132010824,92130472,169848768,145226288,90055352
2425,1-stearoyl-2-oleoyl-GPE (18:0/18:1),Lipid,Phosphatidylethanolamine (PE),42448,LC/MS Pos Late,100001856,2950,746.5694,9546742,,,HMDB0008993,1567339,2144673,1657457,913838,2892913,1414824,3111012,2575066,2736900,1921669,1646216,1443437,1967740,1182736,2069363.88,2519948,1996263,2109518
2527,1-stearoyl-2-oleoyl-GPG (18:0/18:1),Lipid,Phosphatidylglycerol (PG),52623,LC/MS Polar,100001866,717,775.5495,24779551,322647-48-3,,HMDB0010604,250081,289547,299653,305098.03,320946,282943,185539,303708,244359,408226,310603,404938,487668,336729.03,216134,303800,257400,314715
2542,1-stearoyl-2-oleoyl-GPI (18:0/18:1)*,Lipid,Phosphatidylinositol (PI),52726,LC/MS Pos Late,100009181,3711,882.6066,,,,,379152,393289.97,411362,257395,356721,228245,805061.94,302300,503246,234113,,,369973,303705,411503,483920,,406028.97
2611,1-stearoyl-GPC (18:0),Lipid,Lysophospholipid,33961,LC/MS Pos Late,100001271,1606,524.3711,497300,19420-57-6,,HMDB0010384,207678736,223246656,161502048,195588112,170850048,158119600,211166208,173408272,176293072,168611456,164840464,184001312,187289408,184323808,142726352,223180320,192609792,175069552
2669,1-stearoyl-GPE (18:0),Lipid,Lysophospholipid,42398,LC/MS Pos Late,100001461,1626,482.3241,9547068,69747-55-3,,HMDB0011130,4907796,5044899,3648007,4908622,5189039,3896100,7403139,4827103,5478840,4667241,3955499,4266296,4868709,4174454,3763164,6312863,5626911,4185573
2721,1-stearoyl-GPI (18:0),Lipid,Lysophospholipid,19324,LC/MS Neg,100000656,5794,599.3202,71581135;42607495,796963-93-4,,HMDB0240261,1406252,1345034,1016386,1621721,1423654,1140216,2327550,2227519,1987806,1535233,1279478,1767964,1539324,1363092,1435421,1443911,1453549.88,1677403
1531,10-heptadecenoate (17:1n7),Lipid,Long Chain Monounsaturated Fatty Acid,33971,LC/MS Neg,100001278,5555,267.233,5312435,29743-97-3,,HMDB0060038,23787712,16566419,30742366,32456044,18239596,25943876,30888506,32361356,19977072,23419548,23127852,29865268,26019276,32434350,27437452,16096865,31259214,38635292
1540,10-nonadecenoate (19:1n9),Lipid,Long Chain Monounsaturated Fatty Acid,33972,LC/MS Neg,100001277,5780,295.2643,5312513,73033-09-7,,HMDB0013622,8773495,4581745,11193010,10402279,6310982,8009296,10925171,11388513,6862122,6721271,7020873,9243292,8564327,10564519,11802419,4170435,9797118,15885650
1500,10-undecenoate (11:1n1),Lipid,Medium Chain Fatty Acid,32497,LC/MS Neg,100001197,5085.8,183.1391,14891,1333-28-4,C13910,HMDB0033724,303989,,,267174,674192,702497,662521,601849,391615,286675,,455285.03,582379,571792,624383,238285,,2595547
2030,"12,13-DiHOME",Lipid,"Fatty Acid, Dihydroxy",38395,LC/MS Neg,62,5137,313.2384,10236635,263399-35-5,C14829,HMDB0004705,1872206,2244646,3078557.75,2213851,2280907,3093176,2648967,2112228,1971404,2250058,3569074,2481705.25,2141658,2464067,3593035,1437730,3192096,4484170
2141,12-HETE,Lipid,Eicosanoid,37536,LC/MS Neg,100002167,5326,319.2279,5283155,71030-37-0;73837-14-6,C14777,HMDB0006111,1387537,958186,2111570,1068975,235216,2817759,1527641,1526226,1157676,1220724,2743222,782834.94,805434,783728.94,3729200,648547,1536507,1721834.88
3494,12-ketolithocholate,Lipid,Secondary Bile Acid Metabolism,63118,LC/MS Neg,100020859,5130,389.2697,3080612,5130-29-0,,HMDB0000328,1242789,1333587,2109174,143886,4042906.75,1502611,2020193,2189248,1334520,1984835,3701355,2375659,1754958,4174848.25,1975064,260712.98,1241463,2252477
2014,13-HODE + 9-HODE,Lipid,"Fatty Acid, Monohydroxy",37752,LC/MS Neg,100002196,5275,295.2283,5312830;1424;5282947;5282944;5282945,,"C14767,C14762","HMDB0004667,HMDB0004670",3876737.75,3677184,6975921,5608690,1840852,3978696.25,2424192,3243099,5012556,5589729,2969552,6111489,3237985,4991983,2174880,1341935,3032268,2637799
2010,16-hydroxypalmitate,Lipid,"Fatty Acid, Monohydroxy",39609,LC/MS Neg,100002953,5236.2,271.2279,10466,506-13-8,C18218,HMDB0006294,3500613,2531496,5079239,4122448,5135151,3603724,4698362,5783553,4296216,3758905,4097352,4338406,4300462,4385193,7870115,1063398,6084941,7822215
1653,18-methylnonadecanoate (i20:0),Lipid,"Fatty Acid, Branched",62781,LC/MS Neg,100019953,6170,311.2956,4383090,,,,1628796,654256,2145603,1158613,613430,802740,832602.94,1869769.13,572411,1172048,1723374.88,1654385.88,1448703,1587772,2000200.13,630200,1697528.88,2714770
4260,2'-deoxycytidine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",15949,LC/MS Pos Early,100000125,2193,228.0979,13711,951-77-9,C00881,HMDB0000014,5406795.5,5081649,7068293,9021516,10844125,10594961,13330383,15262512,9139631,8666173,6535411,6783970,5639585,6500307,11883598,7803916,15315877,9717850
4233,2'-deoxyuridine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",1412,LC/MS Polar,536,1100,273.0728,13712,951-78-0,C00526,HMDB0000012,5885473,6210037,5455737,9523073,9457928,7929372,9160296,9798002,7535891,10218166,7175899,7704982,7474070,7634850,7384352,7690626,10530729,8787721
4262,2'-O-methylcytidine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",57554,LC/MS Pos Early,100010895,2411,258.1085,150971,2140-72-9,,,1517447,1624263,1148196,1276311,1655594,1355547,2341932,1930888,1797634.13,1141197,1920237,1437498,1163245,1084973,1011874,1878513,1561382.88,2114497
4221,2'-O-methyluridine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",57655,LC/MS Neg,100010896,1831,257.0779,102212,2140-76-3,,,520816,430476,436342,387529,519495,518798,587041,528113,405573,599204,963657,663288,533104,706866,363354,733856,571858,701062
429,"2,3-dihydroxy-2-methylbutyrate",Amino Acid,"Leucine, Isoleucine and Valine Metabolism",57547,LC/MS Polar,100010869,1318,133.0506,301941,14868-24-7,,HMDB0029576,168194,145811,83054,,158577,118574,351184,193360.98,228668,142525,123587.01,117123,89538,124612,75314,144312,98116,176555
448,"2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*",Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",62805,LC/MS Neg,100020893,1156,177.0227,,,,HMDB0240388,1646814.13,2128312,1013604.06,1491555,1496123,1055685,2132483,1814951,1887671.88,1127926,1411859,1445509,1304912,1127336,845600,2864052,1775573.88,1644264
4769,"2,3-dihydroxyisovalerate",Xenobiotics,Food Component/Plant,38276,LC/MS Polar,100002417,1050,133.0506,677,1756-18-9,C04039,HMDB0012141,236101,228277,219262,204003,254406.02,163082,279408,295490,244504,274331,331272,227114,195642,251302.98,151923,296058,270803,192458
1231,"2,3-diphosphoglycerate",Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",15664,LC/MS Neg,1227,555,264.952,186004,102783-53-9,C01159,HMDB0001294,11452131,8733928,12188591,,841257.94,2132222,,10156085,6177880.5,1504401,6163358,7931902,2403344,,12249596,5767025,4050510,5618091
6174,"2,4-di-tert-butylphenol",Xenobiotics,Chemical,64328,LC/MS Neg,100021918,5749,205.1597,,96-76-4,,,75965784,93851672,84286576,86900112,81990744,84847024,181630016,116548816,54834920,87051552,81862608,108019808,80824264,87489792,80473416,71940488,97645688,71638544
5958,"2,6-dihydroxybenzoic acid",Xenobiotics,Drug - Topical Agents,63042,LC/MS Polar,100020837,729,153.0193,9338,303-07-1,,HMDB0013676,25873162,26951668,29467520,19825196,28274728,13685672,29347108,20931690,27184908,19252488,16181933,16759104,9265612,14877434,28101708,19994448,19034614,18839266
4567,2-(4-hydroxyphenyl)propionate,Xenobiotics,Benzoate Metabolism,35632,LC/MS Neg,100001622,1797.3,165.0557,102526,938-96-5,C03080,HMDB0041683,1238479,1051460,1616604,1205924,1484907.13,1283466,2168255,1570580,1758544,1278050,1628606,1198520,1302724,1521268.88,1288145,1277464,2133358,2094828
5246,2-acetamidophenol sulfate,Xenobiotics,Food Component/Plant,48580,LC/MS Neg,100006190,2251,230.0129,181671,40712-60-5,,,384170,197194,223955,211189,285972,237128,503263,394618,269616,193237,273099,132960,150726,215953,617705,406322,361337.97,368455
4551,2-amino-p-cresol sulfate,Xenobiotics,Benzoate Metabolism,37180,LC/MS Neg,100001801,2320,202.018,,,,,1185362,1467770,525845,969225,797638,551939,1482371,1127422,522423.97,1250112,738019,590154,737364,635231,707859,1807837,1041339,451941
123,2-aminoadipate,Amino Acid,Lysine Metabolism,6146,LC/MS Polar,381,3500,160.0615,92136,542-32-5;1118-90-7,C00956,HMDB0000510,492041,662236,204867,176156,344583,202358,443711,399303.03,564349,328332,355957.03,327146,351411,366329,114203,488188.03,308171,556014
1750,2-aminoheptanoate,Lipid,"Fatty Acid, Amino",43761,LC/MS Pos Early,100004542,3160,146.1176,227939,1115-90-8,,HMDB0094649,2201866,1458450,2395112,1741455,1772531,1654712,2051901,2269762,1409794,1107623,1420252,1209911,937808,1255164,897164,1012851,1315362,1162864
1755,2-aminooctanoate,Lipid,"Fatty Acid, Amino",43343,LC/MS Neg,100004227,3385,158.1187,69522,644-90-6,,HMDB0000991,103276,153833,288409,347934,216530.02,256064,308000.03,290426,280338,292173,194852,296087,340678,335889,354278,119980,294579,381628
5247,2-aminophenol sulfate,Xenobiotics,Food Component/Plant,43266,LC/MS Neg,100004322,1677,188.0023,181670,,,HMDB0061116,17696480,11234358,14768848,15349449,19139618,9987723,23855686,17710192,15179932,13287825,14532446,13819323,8042566.5,11503339,15440913,18997500,16906400,16065055
2873,2-arachidonoylglycerol (20:4),Lipid,Monoacylglycerol,19266,LC/MS Neg,100000584,6170,303.2329,5282280,53847-30-6,C13856,HMDB0004666,250793,339083,242240,250991,150498,273685,290787,,,,173451,246554,274380,233011,,221934,228608,
1828,2-butenoylglycine,Lipid,Fatty Acid Metabolism (Acyl Glycine),61785,LC/MS Neg,100016110,1380,142.051,6303498,71428-89-2,,,4737653,6207307,789164,948360,1354554.88,786224,1663473,1160091,1094904,906909.06,2878570,1006999.06,984821,977973,1826900,11163771,1635574,2004351
395,2-hydroxy-3-methylvalerate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",36746,LC/MS Neg,100001541,1800,131.0714,164623,488-15-3,,HMDB0000317,2866510,2506801,2883087,5225356,3994996.25,2989821,4121197,3079085,4179922,3671112,2852274,2608393,4302521,3810267.75,3222808,3657158,4795619,5062546
1667,2-hydroxyadipate,Lipid,"Fatty Acid, Dicarboxylate",31934,LC/MS Polar,100001153,3000,161.0455,193530,18294-85-4,C02360,HMDB0000321,269252,593397,173244.98,343909,345324,153390,836097,564908,967609,238756,292993,281631,400612,247818,160691,980253,407974,963499
1973,2-hydroxyarachidate*,Lipid,"Fatty Acid, Monohydroxy",61700,LC/MS Neg,100019892,5990,327.2905,5225199,,,,400890,344501,598317,811368,617306.94,493976,760511,879703,624275,494295,369317,761054,701370,613596,859599,312560,591694,1236392.13
582,2-hydroxybutyrate/2-hydroxyisobutyrate,Amino Acid,Glutathione Metabolism,52281,LC/MS Polar,100008928,1258,103.0401,4277439;440864,,"C21297,C05984","HMDB0000729,HMDB00008",42629752,42542560,16613930,11724532,18845872,14913801,28786624,20410900,22017390,15875807,22505380,19359132,14238920,20463420,22557388,62720384,17101664,59543792
1962,2-hydroxydecanoate,Lipid,"Fatty Acid, Monohydroxy",42489,LC/MS Neg,100004089,4840,187.134,21488,5393-81-7,,HMDB0094656,307651,209985,376065,471095,510999,518091.97,559858,561020,368464,590599,436986,534700,507140,620351,1016031,183768,652172,1416350
1663,2-hydroxyglutarate,Lipid,"Fatty Acid, Dicarboxylate",52294,LC/MS Pos Early,100002070,958,166.071,43,40951-21-1,C02630,HMDB0059655,413188,167394,253634,175883,432888,257216.02,766284,622624,446794,113301,372933.97,194218.02,201857,161230,318931,612378,628263,470222
4463,2-hydroxyhippurate (salicylurate),Xenobiotics,Benzoate Metabolism,18281,LC/MS Neg,1869,2184,194.0459,10253,487-54-7,C07588,HMDB0000840,119210,90061,53733,235153,32684,24939,59720,30667,38833,23636,48388,,,21201,,53611,,
1960,2-hydroxyoctanoate,Lipid,"Fatty Acid, Monohydroxy",22036,LC/MS Neg,100000743,3736.8,159.1027,5312860;6995013;94180,617-73-2,,HMDB0002264,,117350,129556,247534,210332,148852,221012,258780,208277,101161,144878,201430,156471,194224,294164,197765,198212,438984
1709,2-hydroxysebacate,Lipid,"Fatty Acid, Dicarboxylate",63357,LC/MS Neg,100020378,1324,217.1081,128458,103963-71-9,,HMDB0000424,3726462,2069270.88,3340286,2535142,2710681,2308032,3821509,4551469,3273502.25,1553900,5581422,2687984,2998908,2588162,4217612,3250219,3259054,5209910
2872,2-linoleoylglycerol (18:2),Lipid,Monoacylglycerol,32506,LC/MS Neg,100000987,6250,279.2329,5365676,3443-82-1,,HMDB0011538,28715480,27626576,31389996,33136052,12371061,26932012,30297434,3353816,1829136.13,7223480,19374270,27094066,9615562,26424696,7524226,17567572,23410670,13706783
4581,2-methoxyhydroquinone sulfate (1),Xenobiotics,Benzoate Metabolism,64049,LC/MS Neg,100021839,1505,218.9969,,,,,66134,86441,131992,95750,209032,71766,222418,99003,176474,57408,114800,54749,89539,111930.01,55934,161043,375196,46095
4582,2-methoxyhydroquinone sulfate (2),Xenobiotics,Benzoate Metabolism,64050,LC/MS Neg,100021840,1619,218.9969,,,,,47872,45129,15631,36995,61786,28728,53991,22820,71370,,59657,,,34133,,70644,106718.99,29745
397,2-methylbutyrylcarnitine (C5),Amino Acid,"Leucine, Isoleucine and Valine Metabolism",45095,LC/MS Pos Early,100001509,3050,246.17,6426901,31023-25-3,,HMDB0000378,941444,638410,803029,1172154,1512453,1245005,1597783,2265102,947556,1194562,870340.06,950220,732952,1120799,1926544.88,2134751,1413733,2120531
399,2-methylbutyrylglycine (C5),Amino Acid,"Leucine, Isoleucine and Valine Metabolism",31928,LC/MS Neg,100001155,1884,158.0823,193872,52320-67-9,,HMDB0000339,577974,503946,114372,366892,204399,82965,459668,272791,270236,219993,416430,236272,266579,246084,232555,2550757,304255,171273
16,2-methylserine,Amino Acid,"Glycine, Serine and Threonine Metabolism",53229,LC/MS Pos Early,100009246,1652,120.0655,94309,,C02115,,3399387,2823600,3279892,1663622,3149923,2530934,3668190,3250508,4207766,3301590.75,2604862,3517141.25,3039318,3267192.75,1562009,3385084,2454578,3308348.25
6172,2-naphthol sulfate,Xenobiotics,Chemical,62520,LC/MS Neg,100020515,3658,223.0071,74428,,,,2323316,1388031,1912437,2573487,2362376,2281652,687977,567471,1730183,619495,576563,839330,795159,729366,268091,534180,1094663,906363
4349,2-O-methylascorbic acid,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,63990,LC/MS Polar,100003258,1512,189.0405,54726398,17860-87-6,,HMDB0240294,1844038,2675198,1130411,1761457,2205671,1523236,4008495.75,3984816,3436367,2819626,1637238,2666020,2704721,2309049,1305091,4844918,2609925,2198273
2871,2-oleoylglycerol (18:1),Lipid,Monoacylglycerol,21232,LC/MS Neg,100000943,6500,281.2486,5319879,3443-84-3,,HMDB0011537,44942992,49789240,53694420,57488912,24819104,29840672,51080944,10645356,10861450,20317200,27049136,77845712,26322160,62023252,13388218,35547232,33803792,32095648
4778,2-oxindole-3-acetate,Xenobiotics,Food Component/Plant,40479,LC/MS Neg,100003109,2076,190.051,3080590,2971-31-5,,HMDB0035514,,116454,84851,,,90923,145093,144034,130005,85786,290889,87236,151553,186767.02,,128549,161670,235841
125,2-oxoadipate,Amino Acid,Lysine Metabolism,38347,LC/MS Polar,92,2635,159.0299,71,3184-35-8,C00322,HMDB0000225,947764,2522055,769896.06,692149,1313149,782017,4409651,2541230,3759100,876642,1041175,1567350.88,1782039.88,1284381,759447,6062701,2043257.88,5209174
491,2-oxoarginine*,Amino Acid,Urea cycle; Arginine and Proline Metabolism,55072,LC/MS Pos Early,100002784,1760,174.0873,558,04/10/3715,C03771,HMDB0004225,9440732,7136984,5099799,5107003,6603039,5289449,6391632.5,5418121,5231429,6249911,4767877,5912479,4883520,5270309,4574644,8902681,6673588,6778210.5
2603,2-palmitoleoyl-GPC* (16:1)*,Lipid,Lysophospholipid,47118,LC/MS Neg,100001561,5720,568.3256,122164832,,,HMDB10383,481347,433817,474913,1522937,1022112.94,377645,1829022,941014,1043001.06,875377,758843,1051372,1046750,1236761,1577371,1004653,912891,1421834
2869,2-palmitoleoylglycerol (16:1)*,Lipid,Monoacylglycerol,52432,LC/MS Neg,100008953,6016,253.2173,53480960,,,HMDB0011534,2185368,1382401,2103406,3003572,1482169,987410,3629724,,,500165,1258857,2013824,945258,2068099,557726,1013210,1344040,719514.94
2601,2-palmitoyl-GPC* (16:0)*,Lipid,Lysophospholipid,35253,LC/MS Neg,100001562,6215,570.3413,15061532,,,HMDB0061702,30922472,30270030,27262476,40996304,33619828,22263152,51031712,38522980,30699964,34647572,29060164,41693704,34935020,38793348,35229772,36753440,38985336,42955592
4633,2-piperidinone,Xenobiotics,Food Component/Plant,43400,LC/MS Pos Early,100004295,1675,100.0757,12665,675-20-7,,HMDB0011749,2520184,1690527,4352784,8511272,16746770,6208055,8940383,8256624,4273669,5765330,5499432,18697416,18244146,8417421,4438789,8577284,8467204,5956151
2670,2-stearoyl-GPE (18:0)*,Lipid,Lysophospholipid,41220,LC/MS Neg,100003901,6350,480.3096,90658453;53480667,,,HMDB0011129,1532933,1246096,1420942,2132311,1436238,1314856,3601204,2575321,1581420,1812170,1512380,1880984.88,1684157.13,1737157.88,1537550,1549647,2519447,1776400
